review,sentiment
"I had a heck of a good time viewing this picture, and was splendidly surprised at its more erudite features. First off, the film is undeniably cheaply-made with its cardboard sets, limited settings, and creative scientific props. The acting ranges from very poor(the two strippers), barely professional(Herb Evers as the leading man), gothic overstatement(Leslie Daniels as the assistant Kurt)to first-rate with Virginia Leith in the title role as the headless victim alive against her will for the benefit of science and her fiancee's lustful passions. The scripting though is very good and the dialogue is fantastic for a movie of this ilk. Issues abound about what role science and medicine have in our lives and what their boundaries should be. This film is a thinking film in many ways. However, don't be too fooled by its real intent. It is a sleazy story about a man obsessed with his aptitude in medical science who wishes to fuse together his dead girlfriend's head with the perfect body, thereby creating the perfect woman for a man with the best of both body and soul. One other very bright aspect of the film is the sax music which resonates strongly every time the doctor scours town for female beauties.",positive
"I claim no matter how hard I seek I'll never find a better movie version of ""Othello"". If you love Kenneth Branagh's magnificent masterpieces ""Much ado about nothing"" (1993) and ""Hamlet"" (1996) as much as I do I'm dead certain you'll also find Oliver Parker's ""Othello"" irresistible. Laurence Fishburne has been in a various splendid roles during his career. He was quite terrific in ""Boys n the hood"" (1991) - I've always considered his amusing role of Furious Styles as his very greatest achievement. That was, of course, way before I saw this.<br /><br />He plays the part of Othello and he is probably in the most challenging role of his whole career but he does a brilliant, fantastic job. Irène Jacob is absolutely charming Desdemona and Kenneth Branagh is just simply phenomenal in a most fascinating role of the story's crooked, manipulate villain Iago. Marvelous ""Othello"" is part of the absolute elite among Shakespeare's ingenious works. It deals with his favorite topics: crookedness, envy, deceitfulness and jealousy. This movie adaptation is certainly one of the finest films I've seen that's based on William Shakespeare's plays.",positive
"I think Charlotte Gainsbourg is one of the best performers in the world. I can't understand why some people say she's not. Boring....??? Maybe the one who said she's boring is because he/she is boring. She's a great actress and the movie was excellent. It has lots of wonderful ideas and very good performers. The direction was great. I imaging myself in the French environment with all the sophistication and perfume, flowers, churches, problems, etc. When she goes to the sister's shop is simply amazing. Everything's great. We have a very good actress, wonderful, for long time. Alain Chabat and Bernadette Lafont are perfect. I like him more than in his next movie LA SCIENCE DES RÊVES. And Eric Lartigau did a very good work.<br /><br />Ana",positive
"There are so many goofy things about this movie that I can't possibly name but a few:<br /><br />BOGART's character: 1. His name  Whip McCord (too easy, so I'll leave it at that. Boy, it makes `Humphrey' sound good.) 2. His long, curly hair and silly sideburns. 3. His Black Bart get-up, complete with spurs! 4. Not sure what shade of lipgloss they've got him wearing, but it ain't none too flattering.<br /><br />CAGNEY's character (Jim Kincaid ): 1. His lipstick doesn't do him any favors, either. 2. The man is being swallowed by his hat during the entire film! Could they not find a hat to fit him? Even a LITTLE?!!?! 3. His pants are too tight in the rear. 4. He blows the smoke off his gun one too many times, if you know what I mean, and I think you do.<br /><br />If you are a casual Bogart or Cagney fan, and figure it might be a change of pace to see them in a western, do yourself a favor and forget that thought. EVEN THE HORSES LOOK EMBARRASSED! (That is, when they don't look bored.)<br /><br />In all fairness, I admit that westerns are my least favorite film genre, but I've still seen much, MUCH better than this.<br /><br />On a comedy level, or as high camp, The Oklahoma Kid works. Otherwise, it's viewer beware. Therefore, see this only if a) you must see every western out there b) you are a TRUE Cagney or Bogie completist c) any of the above comments appeal to you. Woah..",negative
"A fashion designer trips over a cat and falls into a pool, hitting her head on something floating on the surface. With rather cheesy effects (this was a TV movie) she floats up out of her body. She floats through a tunnel of rings of swirling orange smoke, and black rigid figures tip into her view (they look like the mannequins in her apartment). I almost thought I was watching a Jess Franco movie.... As her friends revive her, a black arm grabs her by the wrist, and she has to struggle to get loose. When she is revived, she remembers everything, and has a nasty bruise on her forearm.<br /><br />Shortly thereafter, she nearly gets hit by an out-of-control car that comes up on the sidewalk behind her. On Halloween, she decides with her boyfriend to go to Mexico for a vacation. When she gets there, she's surprised to find it's the Day of the Dead. They're annoyed by another American tourist who keeps following them, and he almost drowns them.<br /><br />The designer is encouraged to join a group of people who've had near death experiences. They've all experienced the tunnel, but not the black figures or the repeated near escapes from death. One of them has, and he's very anxious. She's also encouraged to meet with a psychic.<br /><br />A Doctor tells her about people he calls ""Walkers"" (the name of the novel this was based on). They're people who supposedly died of one cause that, when examined, prove to have died of another cause. Thus it's like they continued walking around after dying until they died again, but he blames it on poor record-keeping.<br /><br />I watched this on the 102 minute video, and it felt awfully long. I can't imagine that there's actually a 192 minute version! Perhaps if it was meant to be watched over two or more nights on TV it would better be watched that way than in one sitting.<br /><br />I've only read one Gary Brandner novel, Floater, and if it is representative of his work, he's not the most original of writers. Floater had the common plot of: picked on kid kills people in revenge. Even the variation was pretty common: picked on kid dies and kills people years later in revenge from beyond the grave. And in fact it has a point in common with this movie, in that the kid practices astral projection, and when he is drowned he floats up out of his body as here. I don't know how closely From the Dead of Night follows his novel Walkers. I understand the Howling movies don't bear much resemblance to his novels.<br /><br />It's quite a slow movie, and the special effects and cinematography are really held down by the (presumably) low budget and made-for-TV shortcomings. There are a lot of easily recognizable character actors in it. It also feels very dated, more early to mid 1980s than 1989. I found it to be boring. A much better low-budget movie covering similar subject matter that I don't think has dated as badly is Sole Survivor (1983) (arguably the inspiration for the 2000s Final Destination movies). It blows From the Dead of Night away.",negative
"Despite Louis B. Mayer reportedly not being interested in signing the young Greta Garbo to a contract, this first American and MGM film for the actress looked quite beautiful. It's obvious that the film was assigned some amazing talent to film the production and make matte paintings, as it has all the nice polish and artfulness you'd expect from the best pictures the studio could produce. It simply looks beautiful--even 84 years later.<br /><br />As for Garbo herself, like her other very early American films she, too, looks different. While she's quite recognizable, her makeup is much softer than it would become just a year later--giving her a less severe look and a gentleness about her you just didn't see in subsequent films. I kind of wish they'd kept this look, but considering how famous she'd become with the trademark look, who am I to say they shouldn't have gone that route?! The film is about Garbo and how she and her family are unfairly forced off their land by the landlord. While the landlady, the much esteemed Doña Bernarda, claims it's because the bank has demanded payment, it's because her son has fallen for Garbo--and what better way to get rid of her than to force them out on the streets! Nice lady, huh?! Years pass and by now Garbo has become a new singing sensation who is world-famous. When she returns to her hometown years later, her old boyfriend (who HAD promised to marry her but wimped out when his mother, Doña Bernarda, refused to allow it) sees her. His new love for another lady is now tested--will he be content to marry this lady who is the heir to a huge pig fortune or will he want his old flame? And, more importantly, will Garbo even take him back after he behaved so spinelessly? In the meantime, a huge rainstorm hits. The land begins to flood and homes soon are being washed away by the deluge. Cortez and a friend make a mad dash as the dam breaks! In a scene where they obviously superimposed his row boat over the cascading stream, he eventually makes it out alive and to the home where Garbo is now staying. She welcomes them inside and they stay with her until the storm passes. Then, he admits that he still loves her and had braved the storm to make sure that she was safe. She tells him to get lost! Next, you see Ricardo about to get married to his second choice, the daughter of the Pork King. He obviously has little enthusiasm for this--and you feel sorry for the lady, as she did nothing wrong. Soon, Cortez is seen wandering back to Garbo's home--he's love-sick and needs her. In this scene, Garbo is quite luminous and can't tell him to leave--as they dissolve in each other's arms. Once again, he tells her of his love for her.<br /><br />When Doña Bernarda learns of this, she is not pleased. Evidently, a Pork Queen is a better catch than an internationally known singer. Because of the meddling of this nasty old lady, Garbo leaves--unwilling to come between the mother and her wimpy son. But, Cortez comes running--announcing he MUST have her and won't rest until he has her as his wife. Moments after making this proclamation, a family friend talks to Cortez and convinces him to give her up for the good of his career and reputation. So much for ""won't rest until he has her for his wife"", huh?! Despite Cortez being a wimp through and through, for some reason she cannot bring herself to hate him. And so, he marries the Pork Queen and lives a very dull life. When years later Garbo meets Cortez again, he is a dull looking middle-aged man--while she is as beautiful as ever. And, not surprisingly, she tells him, once again, to get lost.<br /><br />At the time this film was made, Garbo was not a star in the US and Cortez was. So, in light of this, it's surprising they gave Cortez such an unlikable character to play. Instead of the usual confident Valentino-like role they'd been giving him, here he is an indecisive wimp--a HUGE wimp. And, from here on, his career was on a slow downward spiral. As for Garbo, the role helped establish her as a big star--as she was THE focus of the film and played a character much like her later personas.<br /><br />As for the film, the new music composed for it was very nice, though a tad repetitive. The print, oddly, was nearly perfect throughout except for the intertitle cards--which could use some restoration.<br /><br />A most enjoyable film--expertly constructed, wistful and worth seeing. And, for one of the few times I can think of it, I have no real complaints in this excellent film.",positive
"I'm guessing that we all, no matter if we are fans of cars, luv the sound of a Dodge Challenger as it growls along the road, the noise a 57 Chevy make as it screams with ecstasy when it tears round a corner and, most of all, the blast of sound as a classic vehicle bursts into flames as it explodes. I'm not the biggest car enthusiast by any stretch of the imagination, but any of the above really does rev my engine! There's no denying the importance of transport on cinema. It has even been said that the invention of the train was one of the biggest influences on early cinema (looking out a window almost like a moving picture and the idea of being transported to a different time/space). But the car remains the most popular and most luved, it's even got its own genre: the carsploitation genre. A genre that focuses purely on the beauty of cars. In effect, it's just porn! Car porn! And I'm not talking about that rather nasty documentary on Channel 4 in which men actually had sexual intercourse with cars. Whatever floats your...car, I guess. Moving on... whilst RUNNING ON EMPTY isn't quite as pornographic as VANISHING POINT (Richard C. Sarafian, 1971) for instance, with its close ups of the car in motion, all it's bumps and curves (!), this doesn't mean that the car isn't the main focus of this film. In fact, the cars themselves become characters (more on that later). They're objectified and fetishised as much as the women, in fact, maybe even more. And holy holy, are these cars something! Every car in this film (besides the ones in the background) are simply beautiful  works of art, there's no question about it.<br /><br />As I was saying, these incredible cars are, in a way, given characters themselves. You actually start sympathising with the car! SPOILER  Most notably during the scene in which the car is being wrecked and burnt SPOILER OVER. This has become almost a convention of the carsploitation genre; the evil 1978 Plymouth Fury from CHRISTINE (John Carpenter, 1983), Satan's custom Lincoln Mark III in THE CAR (Elliot Silverstein, 1977), the nifty little Mini Coopers from THE Italian JOB (Peter Collinson, 1969) to the friendly Volkswagen Beetle in THE LOVE BUG (Robert Stevenson, 1968) and of course each car from DEATH RACE 2000 (Paul Bartel, 1975) and even WACKY RACES (1968-1970) all of which had their own character. Ironically however, this emphasis on the car often over takes (!) the human characters! And this is certainly the case with RUNNING ON EMPTY, in which only one human character (the blind character who drives his car with his hearing rather than sight) has any sort of dimension, the rest are very much stock characters. These are all your stereotypical Australian 1980s teenagers; big hair, annoying accents and none of whom would look out of place in NEIGHBOURS, especially the Kylie Minouge look-a-like. But who gives a damn? It's all about the cars racing and crashing! That's it! If you don't like that you really are watching the wrong genre.<br /><br />The car scenes are certainly the selling point of this film, and the best thing it's got going for it. They are fast; very fast! And we're not talking about the rather annoying technique some films seem to use where they record the car 'speeding' at around 40mph, and then speed it up. Oooh no! Not with this film you don't. These cars are zooming along at top speeds in real time  no fancy editing tricks here. So, we've got speed. Check. What about crashes? Check, check, check! Whilst there isn't cars crashing EVERYWHERE a la the incredibly BLUES BROTHERS (John Landis, 1980) , when cars do crash in this film, they certainly crash! It would seem that they use gunpowder or something similar to build the cars as one little hit and KABOOM they're up in flames. It kind of reminded me of THRILLER: A CRUEL PICTURE (Bo Arne Vibenius, 1974) in that sense.<br /><br />Between these simply awesome scenes (especially the very start and the very end) there are quite a few scenes which slow everything done and, in my opinion, fail to add very much to the film. Note: more exploding cars needed! However there are a couple of exceptions here which are great scenes  SPOILER especially the attempted rape scene.<br /><br />So, all in all, this is a man's film! A boy's film! Full of cars vroom vroom vrooming around the outback and a couple of tits thrown in for good measure too. I'd recommend this little film to anyone even if they are keen cyclists (!)  it's a great film which you can just switch your brain off, sit back in your leather chair and put on full volume! I'll give it 3.5 luvs out of 5 luvs  Bruuuuum! P.S  Amazon are selling this for just over £2  it's a real bargain although the DVD lacks any special features whatsoever.",positive
"""In Love and War"" is a simple feel-good TV-film, and should be viewed as such.<br /><br />(Possible spoiler)<br /><br />It is the story of a WWII British soldier, Newby, captured with his commando by the Italians and imprisoned in a former orphanage. As the Italians surrender to the Allies, the commando is freed, and attempts to flee. However, the Germans arrive and the commando is captured again. Only Newby, injured, remains at large. The rest of the film recounts how he is hidden and protected by the Partisans, and his survival.<br /><br />(End of spoiler)<br /><br />Based on a true story, ""In Love and War"" is a refreshingly straightforward film. Half comedy, half romance, the story is simple and unambiguous. The 'atmosfera' is warm and sunny, and the various stereotypes (the desperately unorganized or romantic Italians, the serious stern-looking Germans and the phlegmatic and pragmatic British), although unoriginal, are still humorous. Nicola Piovani's musical score also adds to the Mediterranean flavour.<br /><br />Although it is far from being a ""Tea With Mussolini"" or a ""La Vita E Bella"", ""In Love and War"" is a sweet simple film that will put a smile, and maybe even a little tan, on your face.",positive
"It is a real shame that nearly no one under 30 knows the ""over the top"" writing of Michael O'Donoghugh- magazine articles and SNL skits that were genius for the time...and so it is a true shame that anyone who may take the opportunity to research his work will no doubt take the easy way out and watch videos- thus leading them to MR MIKES MONDO VIDEO. <br /><br />This movie has clever elements that never fully connect to the funny bone. The viewer experiences such things as cat diving/swimming with the man who thinks he's found feline happiness by hurling these kittens into a pool which the camera follows in slow motion and montage sequence. Then we are taken to an island to where all past fads are retired (hula hops, pet rocks, rainbow dread wigs etc.) Then we enter the music world (punk was a new variety of music at the time of this film) where ""D"" rate bar performer Rootboy Slim performs ""boogie till you puke"" in his own lazy style of dirt and eclectic sleaze. Now the real beauty of all this is the back ground music. In many different styles with many different instruments the sound of TELSTAR plays and replays- for those who don't understand Telstar was the first American Satellite launched into space and the theme was created to celebrate mans genius and triumph. MR MIKES seems to have been meant as a signal of societal decay ridiculous wastes. Now one thing the theater offered that the video release does not was a live performance of Sid Vicious (ex sex pistol not the wrestler) singing MY WAY. His version is very different than Sinatras as one might imagine but frankly I feel it is very much worth the listen...it's good! That is the sad part- in the VHS release Paul Anka refuses the rights of his song and the viewer is forced to experience 3 1/2 minutes of silence with an explanation rolling across the image of the singing dead sex pistol. <br /><br />I would give the theater release a 5 or 6 the video is closer to a 4 and now that so much is passé I can see where many people would give it a 3 or 2.5. If you want to see a good O'Donoghugh script watch SCROOGED...it is a better tribute to the mans insight and talent.",negative
"I spent 5 hours drenched in this film. Nothing I have ever seen comes close to the delicious funk this film left me in. Never mind females advanced aging dilemma's, human fear vaults off the screen for your viewing. Personally engaging to the ninth degree, the film invests one with an undeniable shared feeling for our lives'. I enjoyed this dalliance with raw wounded gall deep from within. It empowers a mutually shared vestment in the history of human encounters reaching far deeper into the pain, isolation and skewed views of self and others. The result forgives our tepid forming of a bridge away from the muddy sludge of dead we must encounter. The birth in finding real people is a happy pursuit. The effort for realism intersects with the dark ground of our bankrupt culture.",positive
"****SPOILER ALERT**** All throughout Australia the summer turned into a deluge of rain and hail stones the size of baseballs that was causing havoc in coastal cities like Sydney. It's under these hectic conditions that tax lawyer David Burton, Richard Chamberlain,got involved in a case, as a defense attorney, involving the death of a local aborigine who was found dead outside a Sydney bar. <br /><br />Having five fellow aborigines arrested for Billy Cormans,Athol Compton, death it's determined by the police coroner that Billy died of drowning not by violence even though he had bruises on his neck and shoulders. Yet the court decided to prosecute the five for his death charging them with manslaughter instead of murder.<br /><br />David defending the five gets no help from them in their defense with the accused assailants opting to remain quite and keep what happened to Billy to themselves and take what's coming to them from the court. One of the defendants Chris, David Gulpili, begin to somehow invades David's dreams as if he want's to tell him what was really behind Billy's death.<br /><br />David at first not taking his dreams of Chris seriously begins to sense that their real when he meet him at the courthouse. Chris confirms David's dreams by showing him a strange looking black rock that David saw Chris have in his dreams. Later meeting Chris and, what turns out to be an aborigine shaman, Charlie (Nandjiwarna Amagula) who came to his house that evening David is told that he, like Charlie, has spiritual powers that he inherited from his mother's grandfather. Those powers will reveal to him the future that has to do with the strange weather conditions that are flooding the Australian continent. The earth,Chris tells David, is going through a gigantic cleansing cycle with the old world about to be washed away and the new world ready to take it's place.<br /><br />David is confused about what both Chris and Charlie are telling him but as the rains continue to increase and the ocean waves start to rise he feels that something terrible is going to happen. David want's to know if it's all aborigine folklore or there's some scientific facts, or logic, behind their end of world-like revelations.<br /><br />By now it's obvious that both Chris and Charlie are members of an aborigine tribe right in the heart of modern Sydney. That alone can get Chris off, as well as his four friends, for the murder of Billy. Since the Australian government will not prosecute tribal aborigines, leaving any justice to be done by the tribes themselves. Still Chris refuses to admit he's a member of a native tribe and he and his four friends are convicted of manslaughter in Billy's death with the sentences to be handed down by the judge within days.<br /><br />David now determined to find out what was the reason for Chris' silence, and why Billy had to die, is taken by Chris to the scene of the crime. It's there that David finds out that Billy betrayed Chris' tribe members by going there with Billy not being a member of Chris's aborigine tribe. It's also revealed to David that he himself has some kind of spiritual connection with the Austrailan aborigines as both Charlie and his step-father Rev. Burton,David Parslow, told him. <br /><br />The stage is now set for the great and final cleansing cycle that David's been seeing in both his night-time dreams and day-time visions. It comes in the form of a massive tidal wave rolling out of the Pacific Ocean into the Australian coast city of Sydney and then submerges the entire continent.",positive
"Susan Slept Here turned out to be Dick Powell's swan song as a performer on the big screen. Of course he directed some more films and appeared frequently on television until he died. It's a pity he didn't go out with his performance in The Bad and the Beautiful.<br /><br />Frank Tashlin has done so many better films, I'm still not sure whatever possessed him to do this one. The premise is absolutely laughable. <br /><br />Dick Powell is a screenwriter who's looking to do more serious stuff than the fluff he's been writing. He had an idea for a film on juvenile delinquency so two friendly cops in Herb Vigran and Horace McMahon deposit 17 year old Debbie Reynolds on his doorstep. She's not a really bad kid and they don't want to put her in the system. So they give her to Dick Powell at Christmas time.<br /><br />I mean is there anyone out there who doesn't see a problem? The term jailbait comes immediately to mind. Additionally Powell has a girlfriend, the young and sexy Anne Francis. Why Debbie Reynolds is any competition here is beyond me.<br /><br />Susan Slept Here got one Oscar nomination. The song Hold My Hand, sung by Don Cornell in the background, was nominated for best song, but lost to Secret Love. <br /><br />Powell and Reynolds do have some funny moments together and Alvy Moore as Powell's factotum and Les Tremayne as his lawyer also get a few laughs. <br /><br />But it's not enough.",negative
"If the only sex you've ever had is with a farm animal, then the tag line for this movie is probably still misleading.<br /><br />This is by far one of the most boring movies I've had the pleasure to try and watch lately. I found the DVD lying around at my friend's house, and I made the sad mistake of not burning it.<br /><br />I am unable to tell any details without spoiling the movie because there are only about 5 details to this movie. Just try to imagine someone making a movie about things on c-span only the fictional movie is 10 times less interesting than the most boring debate on c-span.<br /><br />I think there is a conspiracy somewhere in this movie, but I was unable to tell exactly what it was after I gouched my eyeballs out and threw them at Richard Gere.",negative
"This is what we can do to each other. This is the sort that everbody should see at least once.<br /><br />It does not glorify world. It shows that it is the everyday person who is killed, mained and debased by war. The person on the ""other side"" eats sleeps, laughs and cry just as we do.",positive
"It is difficult to imagine how the engaging Dan Brown novel ""Angels and Demons"" could misfire as badly as this film version. Here are ten reasons why the film was a failure. Due to the spoilers, please do no read on unless you have already seen the film.<br /><br />(1) In the film, there was no love relationship between Robert Langdon and Vittoria Vetra. Worse still, there was not even any chemistry between the two leading actors. <br /><br />(2) The breathtaking locations in Rome, as described in the novel, were not realized visually in the film. I am aware that director Ron Howard encountered difficulties in filming on location. But there are superior photographed depictions of Rome on The History Channel than in this film where the Eternal City was presented in eternal stock film footage. The great art works described in the novel were only briefly depicted in the film. The magnificent Bernini sculpture of the ""Ecstasy of St. Teresa"" was only momentarily glimpsed, and the West Ponente relief in Vatican Square was not visible at all.<br /><br />(3) The most tasteless choice made by the film-maker was in the depiction of the deceased pope who actually resembled the beloved John Paul II. In the novel, the pope is clearly fictional with no resemblance to any real pope.<br /><br />(4) One of the most colorful (and important) characters of the novel, Maximilian Kohler, Director of CERN, was cut out of the screenplay.<br /><br />(5) There were numerous instances when the lines of dialog were inaudible due to extraneous background noise.<br /><br />(6) There were moments when the faces of characters were not visible due to the shadows and chiaroscuro film lighting. This technique worked in ""The Godfather"" films, but Ron Howard is no Gordon Willis.<br /><br />(7) The College of Cardinals was quite a motley crew with one of the electors speaking in a Southern drawl. This dude would have been more at home on a Texas ranch than in the Sistine Chapel.<br /><br />(8) The crucial relationship of the Camerlengo and the deceased Pope was not defined in the film. This relationship was central to the theme of science vs. religion and the relevance of the Illuminati to the plot against the church.<br /><br />(9) In the novel, the character of Hassassin was an unforgettable villain. In the film, that assassin character's role was a cardboard cutout villain. <br /><br />(10) As a whole, the filmmakers did not trust the workings of the successful novel.<br /><br />In the novel, Langdon makes an impossible fall out of the sky and into the Tiber River. In Ron Howard's film, it was the movie itself that landed in the Tiber.",negative
"Oh boy! Oh boy! On the cover of worn out VHS has a picture of Sandra Bullock and her name written on top. I think only reason they had chance to sell the movie in nineties, was because of Sandra Bullock's name. Bullock's fans don't have to disappoint. Sandra is only thing to watch in this movie and her performance is the only you can call acting. Rest of the movie It's fun to watch in first fifteen minutes because it's bad but after that it's going worse. Much worse. Directing is awful. Acting is awful. Script is awful. Dialog is awful. Action is awful. Music is quite good actually. Typical score for eighties action movies. This movie is so bad that it goes close to anything Andy Sidaris has ever produced. It's so bad that there isn't proper word to describe this poor attempt to be a movie. But still, there was Sandra Bullock. And super cool (sarcasm) Jake LaMotta who tried to be Marlon Brando. <br /><br />I think they can now bring the film out on DVD. It could be cool! And they should write on the cover: ACADEMY AWARD WINNER SANDRA BULLOCk IN HANGMEN<br /><br />1 out of 10",negative
"Definitely, definitely the worst film I've ever seen, no questions asked! Contradictors of this opinion might argue that this title should not be judged by the same criteria as others, since it's an independent, low-budget film, but c'mon already  the amateurism and meager innovation is horrifying.<br /><br />Agreeing with everything that has been said about this film, for example the mind numbingly weak acting (when it's this bad you take another go at shooting the scene, god damn it), the thing I found the most annoying was the total lack of common sense in the script, assuming such a thing existed during the production. There was an obvious absence of a dialogue with respect for the viewers, the girls switched personalities several times and they seemed to show absolutely no sing of any rationality or even brains - five relatively fit girls against one slight female psychopath  gang up on her, why don't you?<br /><br />The only thing that can be regarded as somewhat of a conquest for this title is the camera not leaving the van at any time thus the viewer seeing everything from inside it - which is, as the rest of the film, a good idea executed exponentially dreadfully.<br /><br />oh and by the way, this movie is NOTHING like The Blair Witch Project or Cloverfield or any other title filmed with a hand-held camera  this is an effect and not a trait! Used cleverly it can be breathtaking, but in this case it's an excuse for inadequate cinematography.",negative
"These days, Ridley Scott is one of the top directors and producers and can command huge sums to helm movies--especially since he has films like ALIEN, GLADIATOR and BLADE RUNNER to his credit. So from this partial list of his credits, it's obvious he's an amazing talent. However, if you watch this very early effort that he made while in film school, you'd probably have a hard time telling that he was destined for greatness. That's because although it has some nice camera-work and style, the film is hopelessly dull and uninvolving. However, considering that it wasn't meant for general release and it was only a training ground, then I am disposed to looking at it charitably--hence the score of 4.<br /><br />By the way, this film is part of the CINEMA 16: European Shorts DVD. On this DVD are 16 shorts. Most aren't great, though because it contains THE MAN WITHOUT A HEAD, COPY SHOP, RABBIT and WASP, it's an amazing DVD for lovers of short films and well worth buying.",negative
"WARNING:I advise anyone who has not seen the film yet to not read this comment.<br /><br />When I first started to watch this movie my expectations were it was a vampire movie, that is going to be awesome considering how Rodriguez and Tarantino both helped make the film. I began about 15 minutes into it and already my hopes for this movie were down the drain, which shocked me. First, the story it was going with was not at all appealing in anyway possible, and just flat out boring and uncompelling to the point where I just wanted to turn it off. I was getting more frustrated with this movie as it dragged on, but I guess I had hopes that it would get better.... then when it finally showed vampires it BLEW MY MIND, in a VERY bad way. I thought,""Okay this movie started with some backwash horrible story about these two criminals, then VERY slowly turned into some vampire movie which I thought it was going to be from the beginning, in like, the last 30 minutes?"" To add on to that, they try to make the main characters all cool and awesome and mean around the end when they're just not; A bunny would've been more intimidating than these characters! This movie is a horrible piece of crap!!! From Dusk Till dawn disgraced me and left a terrible taste in my mouth, disheartening thoughts in my head, and left my body unable to move from the horrible shock that I just wasted 108 minutes of my life away on a horrendous film. I do not understand how George Clooney, Quentin Tarintino, Cheech Marin and Danny Trejo, all being the good and honorable actors that they are, could take part in this useless filth. In my opinion, From Dusk Till Dawn is one of the worst movies ever made that I have suffered my eyes on. Do not see it, you'll be doing yourelf a GREAT favor...",negative
The main reason to check this one out is to watch Laura Gemser in all her glory.<br /><br />That's reason enough for me.<br /><br />She heads to Africa as guests of another rich guy that seems to be all over these films. Huge mansion near the jungle. Hunters staying around for parties when they aren't out hunting zebras. And said parties becoming drunken orgies.<br /><br />All the high society types in the Emanuelle films seem to have out of control fetishes. And Emanuelle beds most of them.<br /><br />Joe D'Amato did NOT direct this one. He just ripped it off and used the same cast(s). And did anyone notice the 'subliminal' sexual images at the gas station? And why did most of the men stay dressed during the sex scenes? <br /><br />Coherence? Hardly any. BUT GODDESS GEMSER IS BEAUTIFUL.,positive
"Both Disney and Bill Paxton did a fine job in conveying a story that is based in fact. You do not have to like the game of golf to appreciate the story of one man's struggle to overcome the odds. It could have been based on any sport or simply on any other situation which involves competition, though this one just happens to be related to Golf. The only problem I have with the story is that I would have liked to see a bit deeper into each of the main characters, esp. Mr. Ouimet. Mr. Francis Ouimet is a typical young man of his times, turn of the century America, where ""class lines"" are well delineated and woe be it to anyone who deigns to try to rise above his ""class"" standing. I did a bit of historical research and my biggest question was indeed answered, to my satisfaction. Although the circumstances are a bit different than those portrayed in the film, I came away with a feeling of content. I thoroughly enjoyed this movie, I believe you will too.",positive
"It is like what the title of this thread say. Only impression I got from that movie is that Marlee Matlin's character was always angry, so cynical, and so pathetic. Her character's first date with William Hurt's character where they were dancing were dumb. All in all, I've tried to finish watching the movie four times, and of all four times I fell asleep. I would keep watching that movie with one intention... to beat my problem with insomnia, because all it do is to put me to sleep. Sweet dream.",negative
"Footlight Parade is among the best of the 1930's musical comedy extravaganzas. A snappy script and an all-star cast including Jimmy Cagney, the lovely Joan Blondell, Dick Powell, and Ruby Keeler make this film a cut above the rest. Directed and choreographed by the creative genius Busby Berkeley, this film will have you grinning from ear-to-ear from start to finish.<br /><br />Busby, of course, is the undisputed master of the Hollywood musical with ""Gold Diggers of 1933"" and ""42nd Street"" to his credit (as Dance Director). Footlight Parade is graced by hundreds of scantily-clad chorus girls, a Berkeley trademark. The elaborate dance numbers were shot with only one camera and Busby was the first director to film close-ups of the dancers. His obsession with shapely legs and ""rear-view"" shots is amply demonstrated here. The overall effect is highly erotic and mesmerizing.<br /><br />Our boy Jimmy Cagney plays Chester Kent, a producer of ""prologues"" or short musical stage productions that were performed in movie theaters to entertain the audience before the talkies were shown. He's surrounded by crooked partners, a corporate spy, and a gold-digging girlfriend. Although Cagney had a solid background in vaudeville, this was the first film in which he showed his dancing talents. Joan Blondell is memorable as Cagney's wise-cracking, lovestruck secretary. And Ruby Keeler is adorable, as always.<br /><br />The film climaxes with three outstanding production numbers, ""Honeymoon Hotel"", ""The Waterfall"", and ""Shanghai Lil"", each one a masterpiece and not likely to be duplicated in today's Hollywood where so-called ""special effects"" have replaced creative cinematography.<br /><br />Claudia's Bottom Line: Clever and erotic, with some of the best musical production numbers ever put on celluloid. A thoroughly enjoyable Depression era romp.",positive
"This movie was seriously awful. The acting was the worst! It was worse than a student film. Super cheesy, and I think the worst actor was the old lady. At first I thought to myself, well it's an old movie. Then I remembered that that is no excuse! I've seen older movies with way better acting and such.<br /><br />The music was terrible to. It was really choppy. The editing was poor (most of the dialog was out of sync.)<br /><br />Overall, this movie doesn't even deserve a 1. I only watched it because I was so bored, and the movie hardly entertained me. It was just laughable. My dead grandmother's left pinkie toe could make a better movie than this.",negative
